iter	Accuracy	MultiClass
570	1	0.1692142173
571	0.9995298543	0.168909558
572	1	0.1685680108
573	1	0.1682243544
574	1	0.1677144082
575	1	0.1672656835
576	1	0.1666250009
577	1	0.1664035727
578	1	0.1660411209
579	1	0.1658350447
580	1	0.1656655839
581	1	0.1651077737
582	1	0.164881252
583	1	0.164630038
584	1	0.1642877734
585	1	0.1639939466
586	1	0.1636274918
587	1	0.1633708974
588	1	0.1629722032
589	1	0.1626380881
590	1	0.1622373279
591	1	0.162036876
592	1	0.1616850128
593	1	0.1614112442
594	1	0.16095338
595	1	0.1605075106
596	1	0.160238405
597	1	0.1597944295
598	1	0.159444618
599	1	0.159104319
600	1	0.158747391
601	1	0.1584270927
602	1	0.1579991293
603	1	0.1576761049
604	1	0.1572787164
605	1	0.1569399096
606	1	0.156618277
607	1	0.1562103142
608	1	0.1558826412
609	1	0.1556376398
610	1	0.1553767697
611	1	0.1550579206
612	1	0.1545996691
613	1	0.1543446529
614	1	0.1542034714
615	1	0.1537487208
616	1	0.1534208039
617	1	0.1532159616
618	1	0.1528362208
619	1	0.15256129
620	1	0.1523155998
621	1	0.1518766173
622	1	0.1514778944
623	1	0.1513011593
624	1	0.151025009
625	1	0.1506947391
626	1	0.1503156726
627	1	0.1500647455
628	1	0.1498868195
629	1	0.1496233669
630	1	0.1491557033
631	1	0.1489150492
632	1	0.1486405918
633	1	0.1484173128
634	1	0.1480946758
635	1	0.1478629603
636	1	0.1475070223
637	1	0.1471653747
638	1	0.1470076073
639	1	0.1468273426
640	1	0.146582499
641	1	0.1463637538
642	1	0.146130087
643	1	0.1457981241
644	1	0.1455190755
645	1	0.1452943329
646	1	0.1450683135
647	1	0.1448387501
648	1	0.1446168054
649	1	0.1444073862
650	1	0.1440615921
651	1	0.1437263148
652	1	0.1434616139
653	1	0.1431908726
654	1	0.1429942086
655	1	0.1427788925
656	1	0.1425322267
657	1	0.1422274096
658	1	0.1420010745
659	1	0.1416467147
660	1	0.1414488455
661	1	0.1411625369
662	1	0.1408843062
663	1	0.1406671536
664	1	0.1404811929
665	1	0.1401222276
666	1	0.1399782053
667	1	0.139690548
668	1	0.1394969831
669	1	0.1392052798
670	1	0.1388746368
671	1	0.1385316979
672	1	0.13843696
673	1	0.1382101657
674	1	0.1380205177
