iter	Passed	Remaining
697	5825	2520
698	5833	2511
699	5843	2504
700	5853	2496
701	5862	2488
702	5871	2480
703	5880	2472
704	5889	2464
705	5899	2456
706	5910	2449
707	5920	2441
708	5933	2435
709	5941	2426
710	5952	2419
711	5962	2411
712	5975	2405
713	5985	2397
714	5994	2389
715	6004	2381
716	6014	2373
717	6022	2365
718	6032	2357
719	6040	2349
720	6051	2341
721	6061	2333
722	6070	2325
723	6081	2318
724	6091	2310
725	6103	2303
726	6114	2295
727	6123	2287
728	6133	2279
729	6140	2271
730	6150	2263
731	6159	2255
732	6169	2247
733	6179	2239
734	6190	2232
735	6202	2224
736	6210	2216
737	6218	2207
738	6226	2198
739	6234	2190
740	6243	2182
741	6251	2173
742	6260	2165
743	6268	2156
744	6277	2148
745	6285	2140
746	6294	2131
747	6302	2123
748	6310	2114
749	6317	2105
750	6326	2097
751	6333	2088
752	6346	2081
753	6357	2074
754	6365	2065
755	6374	2057
756	6382	2048
757	6391	2040
758	6399	2031
759	6406	2023
760	6413	2014
761	6421	2005
762	6430	1997
763	6439	1989
764	6447	1980
765	6456	1972
766	6464	1963
767	6473	1955
768	6481	1947
769	6491	1938
770	6498	1930
771	6507	1921
772	6515	1913
773	6523	1904
774	6531	1896
775	6544	1889
776	6557	1882
777	6570	1874
778	6580	1866
779	6592	1859
780	6602	1851
781	6612	1843
782	6621	1834
783	6629	1826
784	6641	1819
785	6654	1811
786	6664	1803
787	6675	1795
788	6685	1788
789	6695	1779
790	6707	1772
791	6719	1764
792	6728	1756
793	6739	1748
794	6748	1740
795	6757	1731
796	6767	1723
797	6776	1715
798	6786	1707
799	6797	1699
800	6810	1692
801	6820	1683
802	6830	1675
803	6839	1667
804	6849	1659
805	6858	1650
806	6868	1642
807	6882	1635
808	6890	1626
809	6899	1618
810	6907	1609
811	6917	1601
812	6925	1592
813	6934	1584
814	6942	1576
815	6951	1567
816	6960	1559
817	6969	1550
818	6979	1542
819	6988	1534
820	6998	1525
821	7006	1517
822	7016	1509
823	7029	1501
824	7038	1493
825	7049	1484
826	7060	1476
827	7070	1468
828	7080	1460
829	7094	1453
830	7103	1444
831	7113	1436
832	7121	1427
833	7132	1419
834	7142	1411
835	7151	1402
836	7164	1395
837	7174	1386
838	7186	1379
839	7197	1370
840	7207	1362
841	7215	1353
842	7225	1345
843	7234	1337
844	7243	1328
845	7251	1319
846	7259	1311
847	7267	1302
848	7278	1294
849	7287	1286
850	7295	1277
851	7305	1269
852	7314	1260
853	7323	1251
854	7330	1243
855	7338	1234
856	7346	1225
857	7355	1217
858	7366	1209
859	7379	1201
860	7392	1193
861	7403	1185
862	7418	1177
863	7428	1169
864	7438	1160
865	7447	1152
866	7458	1144
867	7467	1135
868	7475	1126
869	7485	1118
870	7493	1109
871	7503	1101
872	7511	1092
873	7521	1084
874	7534	1076
875	7541	1067
876	7552	1059
877	7561	1050
878	7571	1042
879	7579	1033
880	7589	1025
881	7598	1016
882	7609	1008
883	7619	999
884	7626	990
885	7635	982
886	7642	973
887	7650	964
888	7658	956
889	7666	947
890	7678	939
891	7688	930
892	7700	922
893	7708	913
894	7718	905
895	7726	896
896	7736	888
897	7745	879
898	7755	871
899	7765	862
900	7773	854
901	7784	845
902	7794	837
903	7802	828
904	7811	819
905	7820	811
906	7829	802
907	7837	794
908	7846	785
909	7855	776
910	7864	768
911	7872	759
912	7881	751
913	7890	742
914	7899	733
915	7907	725
916	7916	716
917	7924	707
918	7932	699
919	7941	690
920	7949	681
921	7958	673
922	7966	664
923	7976	656
924	7983	647
925	7993	638
926	8001	630
927	8010	621
928	8018	612
929	8027	604
930	8036	595
931	8049	587
932	8061	578
933	8075	570
934	8087	562
935	8098	553
936	8109	545
937	8119	536
938	8128	528
939	8137	519
940	8146	510
941	8156	502
942	8166	493
943	8175	484
944	8183	476
945	8192	467
946	8201	459
947	8210	450
948	8220	441
949	8229	433
950	8238	424
951	8245	415
952	8255	407
953	8264	398
954	8278	390
955	8287	381
956	8296	372
957	8304	364
958	8313	355
959	8322	346
960	8331	338
961	8341	329
962	8351	320
963	8360	312
964	8369	303
965	8377	294
966	8387	286
967	8394	277
968	8403	268
969	8411	260
970	8420	251
971	8428	242
972	8436	234
973	8445	225
974	8454	216
975	8466	208
976	8474	199
977	8484	190
978	8493	182
979	8502	173
980	8510	164
981	8518	156
982	8526	147
983	8536	138
984	8546	130
985	8556	121
986	8568	112
987	8580	104
988	8591	95
989	8602	86
990	8612	78
991	8621	69
992	8631	60
993	8642	52
994	8652	43
995	8662	34
996	8670	26
997	8681	17
998	8690	8
999	8698	0
