iter	Accuracy	MultiClass
880	0.9238363893	0.419722901
881	0.924306535	0.4194545701
882	0.9238363893	0.4192819959
883	0.9238363893	0.4190161902
884	0.924306535	0.4186207386
885	0.9238363893	0.41834334
886	0.924306535	0.4180224965
887	0.9252468265	0.4177695751
888	0.9252468265	0.4175794679
889	0.9252468265	0.4173483263
890	0.9252468265	0.4170873989
891	0.9252468265	0.4167417913
892	0.9247766808	0.4164377346
893	0.924306535	0.4162294059
894	0.9247766808	0.4160544499
895	0.9252468265	0.4156977945
896	0.9257169723	0.4154398514
897	0.9247766808	0.4151630841
898	0.9252468265	0.4149584858
899	0.926187118	0.4147486649
900	0.9271274095	0.4143970599
901	0.9275975552	0.4139766433
902	0.9294781382	0.4135444042
903	0.9290079925	0.4131992844
904	0.9290079925	0.4129074807
905	0.9294781382	0.4126771426
906	0.9304184297	0.4123638747
907	0.9304184297	0.4121061037
908	0.9308885755	0.4117644274
909	0.9308885755	0.4115830436
910	0.9308885755	0.411306305
911	0.9304184297	0.4110459228
912	0.929948284	0.4108400905
913	0.9290079925	0.4106250758
914	0.929948284	0.4103251512
915	0.929948284	0.4101296207
916	0.929948284	0.4098193084
917	0.9304184297	0.409558754
918	0.9308885755	0.4093960223
919	0.9313587212	0.4090795692
920	0.9318288669	0.4085850897
921	0.9318288669	0.408337477
922	0.9322990127	0.4081341125
923	0.9327691584	0.407845121
924	0.9327691584	0.4076123437
925	0.9322990127	0.4073242417
926	0.9322990127	0.4071207338
927	0.9332393042	0.4067105902
928	0.9332393042	0.4063586122
929	0.9327691584	0.4060602946
930	0.9322990127	0.4057166956
931	0.9322990127	0.4054344475
932	0.9322990127	0.4052333787
933	0.9327691584	0.4050519089
934	0.9337094499	0.4047308071
935	0.9341795957	0.4043929473
936	0.9346497414	0.4039556865
937	0.9341795957	0.40357926
938	0.9346497414	0.4032313854
939	0.9346497414	0.402969798
940	0.9351198872	0.4026912515
941	0.9341795957	0.4024708707
942	0.9341795957	0.4021237135
943	0.9341795957	0.4020161344
944	0.9341795957	0.4017643034
945	0.9341795957	0.4013977481
946	0.9341795957	0.4010734612
947	0.9337094499	0.4008345144
948	0.9346497414	0.4005344177
949	0.9341795957	0.4003384854
950	0.9346497414	0.3999547129
951	0.9346497414	0.3996786917
952	0.9346497414	0.3994702768
953	0.9355900329	0.3991726192
954	0.9346497414	0.3988697391
955	0.9351198872	0.3986395731
956	0.9351198872	0.3984536842
957	0.9351198872	0.3981893133
958	0.9351198872	0.3977963583
959	0.9365303244	0.3975102936
960	0.9365303244	0.3971258037
961	0.9365303244	0.3968237844
962	0.9374706159	0.3966258147
963	0.9379407616	0.3963597221
964	0.9379407616	0.3960813191
965	0.9374706159	0.3957580939
966	0.9393511989	0.3954953587
967	0.9388810531	0.3952364399
968	0.9398213446	0.3949631161
969	0.9407616361	0.3946093876
970	0.9412317819	0.3942694904
971	0.9407616361	0.3941043196
972	0.9412317819	0.3937560433
973	0.9407616361	0.3934598204
974	0.9402914904	0.3931842583
975	0.9402914904	0.3929965616
976	0.9412317819	0.3927009988
977	0.9412317819	0.3924134994
978	0.9417019276	0.3922139801
979	0.9407616361	0.3919979036
980	0.9417019276	0.3917654133
981	0.9421720733	0.3915264953
982	0.9426422191	0.3913284969
983	0.9431123648	0.3911516183
984	0.9431123648	0.3909457861
985	0.9435825106	0.3907744744
986	0.9431123648	0.3905697326
987	0.9431123648	0.3904424397
988	0.9431123648	0.3900864157
989	0.9421720733	0.3898485307
990	0.9431123648	0.3895776746
991	0.9431123648	0.3891045445
992	0.9421720733	0.3889191434
993	0.9435825106	0.3885953156
994	0.9431123648	0.3883947059
995	0.9435825106	0.3880905919
996	0.9435825106	0.3878059046
997	0.9449929478	0.3876404756
998	0.9449929478	0.3874255469
999	0.9431123648	0.3871335997
